condition	lipid_class	go_term	go_id	term_bg_count	term_test_count	expected	fold_enrichment	p_value	p_adj_bh	overlap_genes
LIN	PG	regulation of DNA-templated transcription	GO:0006355	887	3	2.61991965973535	1.1450732807215331	0.4953295812284776	0.5778845114332238	SORBI_3003G087600;SORBI_3003G088300;SORBI_3010G151325
LIN	SQDG	carbohydrate metabolic process	GO:0005975	251	3	2.6986058601134215	1.1116851276213826	0.5095118891866671	0.5889770462157803	SORBI_3001G026800;SORBI_3001G045400;SORBI_3004G004800
LIN	FA	chromatin organization	GO:0006325	80	3	2.8449905482041586	1.0544850498338871	0.5457257274492081	0.6251040150781838	SORBI_3001G037000;SORBI_3002G210200;SORBI_3003G408800
LIN	DG	regulation of DNA-templated transcription	GO:0006355	887	6	5.9734168241965975	1.0044502462469589	0.5592887504491529	0.6320427490771582	SORBI_3003G087600;SORBI_3003G088300;SORBI_3006G184700;SORBI_3006G190800;SORBI_3006G194300;SORBI_3010G151325
LIN	FA	regulation of transcription by RNA polymerase II	GO:0006357	227	8	8.072660680529301	0.9909991657763402	0.561815776957474	0.6320427490771582	SORBI_3003G406800;SORBI_3003G407200;SORBI_3004G006600;SORBI_3004G067100;SORBI_3006G194400;SORBI_3010G215300;SORBI_3010G221400;SORBI_3010G221500
LIN	FA	regulation of DNA-templated transcription	GO:0006355	887	31	31.54383270321361	0.9827594601984366	0.5703420065405768	0.6345774877174051	SORBI_3001G030800;SORBI_3001G031600;SORBI_3001G033200;SORBI_3001G034300;SORBI_3001G036800;SORBI_3001G037000;SORBI_3001G037500;SORBI_3001G404400;SORBI_3002G128400;SORBI_3003G077100;SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G324400;SORBI_3003G324500;SORBI_3003G385100;SORBI_3003G417500;SORBI_3004G009600;SORBI_3004G047500;SORBI_3004G067100;SORBI_3006G184700;SORBI_3006G188900;SORBI_3006G190800;SORBI_3006G194300;SORBI_3007G160400;SORBI_3007G180300;SORBI_3007G183050;SORBI_3008G126200;SORBI_3010G151325;SORBI_3010G215100;SORBI_3010G221500;SORBI_3010G224200
CTL	AEG	regulation of DNA-templated transcription	GO:0006355	887	3	2.9343100189035916	1.0223868577870834	0.5741415365062237	0.6345774877174051	SORBI_3002G221400;SORBI_3009G153400;SORBI_3010G151325
LIN	FA	cell wall organization	GO:0071555	146	5	5.19210775047259	0.9630000455103991	0.5979110086634496	0.6502527510057114	SORBI_3001G033300;SORBI_3002G189100;SORBI_3004G028700;SORBI_3006G191700;SORBI_3007G180450
LIN	AEG	regulation of DNA-templated transcription	GO:0006355	887	3	3.0391068052930055	0.9871321385530459	0.598645389814782	0.6502527510057114	SORBI_3003G087600;SORBI_3003G088300;SORBI_3010G151325
LIN	FA	DNA damage response	GO:0006974	89	3	3.1650519848771266	0.9478517301877637	0.6185022244448212	0.6660793186328844	SORBI_3001G211500;SORBI_3004G007133;SORBI_3006G195500
LIN	FA	methylation	GO:0032259	151	5	5.369919659735349	0.9311126267848893	0.6278347985683599	0.6670626897561093	SORBI_3001G033000;SORBI_3001G104300;SORBI_3003G390100;SORBI_3004G061800;SORBI_3004G341600
